name,degrees,nationality,age,cleaned_name,Mission.Role,degree level,major,major category
Gregory Johnson,"Bachelor of Science in aeronautical engineering (United States Air Force Academy, 1984)",American,63.0,Gregory Johnson,pilot,bachelor,Science in aeronautical engineering,engineering
Gregory Johnson,"Master of Science in flight structures engineering (Columbia University, 1985)",American,63.0,Gregory Johnson,pilot,bachelor,Science in flight structures engineering,engineering
Gregory Johnson,"Master of Business Administration (University of Texas at Austin, 2005)",American,63.0,Gregory Johnson,pilot,bachelor,Business Administration,social science
Gregory Harbaugh,"Bachelor of Science in Aeronautical and Astronautical Engineering (Purdue University, 1978)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Aeronautical and Astronautical Engineering,engineering
Gregory Harbaugh,"Master of Science in Physical Science (University of Houston–Clear Lake, 1986)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Physical Science,natural science
Gregory Harbaugh,"Bachelor of Science in Aeronautical and Astronautical Engineering (Purdue University, 1978)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Aeronautical and Astronautical Engineering,engineering
Gregory Harbaugh,"Master of Science in Physical Science (University of Houston–Clear Lake, 1986)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Physical Science,natural science
Gregory Harbaugh,"Bachelor of Science in Aeronautical and Astronautical Engineering (Purdue University, 1978)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Aeronautical and Astronautical Engineering,engineering
Gregory Harbaugh,"Master of Science in Physical Science (University of Houston–Clear Lake, 1986)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Physical Science,natural science
Gregory Harbaugh,"Bachelor of Science in Aeronautical and Astronautical Engineering (Purdue University, 1978)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Aeronautical and Astronautical Engineering,engineering
Gregory Harbaugh,"Master of Science in Physical Science (University of Houston–Clear Lake, 1986)",U.S.,69.0,Gregory Harbaugh,msp,bachelor,Science in Physical Science,natural science
Heidemarie Stefanyshyn-Piper,"Bachelor of Science (MIT, 1984)",American,62.0,Heidemarie Stefanyshyn-Piper,msp,,Science,natural science
Heidemarie Stefanyshyn-Piper,"Master of Science (MIT, 1985)",American,62.0,Heidemarie Stefanyshyn-Piper,msp,,Science,natural science
Heidemarie Stefanyshyn-Piper,"Bachelor of Science (MIT, 1984)",American,62.0,Heidemarie Stefanyshyn-Piper,msp,,Science,natural science
Heidemarie Stefanyshyn-Piper,"Master of Science (MIT, 1985)",American,62.0,Heidemarie Stefanyshyn-Piper,msp,,Science,natural science
Igor Volk,,Russia,,Igor Volk,msp,,,
Ilan Ramon,"B.Sc. in electronics and computer engineering (Tel Aviv University, 1987)",Israel,48.0,Ilan Ramon,psp,bachelor,Computer Engineering,engineering
Ivan Bella,,Slovak,61.0,Ivan Bella,msp,,,
Jack Fischer,"Bachelor of Science in Astronautical Engineering (U.S. Air Force Academy, 1996)",American,51.0,Jack Fischer,flight engineer,bachelor,Science in Astronautical Engineering,engineering
Jack Fischer,"Master of Science in Aeronautics and Astronautics (Massachusetts Institute of Technology, 1998)",American,51.0,Jack Fischer,flight engineer,bachelor,Science in Aeronautics and Astronautics,natural science
Jack Lousma,"Bachelor of Science in aeronautical engineering (University of Michigan, 1959)",American,89.0,Jack Lousma,pilot,bachelor,Science in aeronautical engineering,engineering
Jack Lousma,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1965)",American,89.0,Jack Lousma,pilot,,Science in aeronautical engineering,engineering
Jack Lousma,"Bachelor of Science in aeronautical engineering (University of Michigan, 1959)",American,89.0,Jack Lousma,commander,bachelor,Science in aeronautical engineering,engineering
Jack Lousma,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1965)",American,89.0,Jack Lousma,commander,,Science in aeronautical engineering,engineering
James Buchli,"Bachelor of Science in Aeronautical Engineering (United States Naval Academy, 1967)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering,engineering
James Buchli,"Master of Science in Aeronautical Engineering Systems (University of West Florida, 1975)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering Systems,engineering
James Buchli,"Bachelor of Science in Aeronautical Engineering (United States Naval Academy, 1967)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering,engineering
James Buchli,"Master of Science in Aeronautical Engineering Systems (University of West Florida, 1975)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering Systems,engineering
James Buchli,"Bachelor of Science in Aeronautical Engineering (United States Naval Academy, 1967)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering,engineering
James Buchli,"Master of Science in Aeronautical Engineering Systems (University of West Florida, 1975)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering Systems,engineering
James Buchli,"Bachelor of Science in Aeronautical Engineering (United States Naval Academy, 1967)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering,engineering
James Buchli,"Master of Science in Aeronautical Engineering Systems (University of West Florida, 1975)",United States,80.0,James Buchli,msp,bachelor,Science in Aeronautical Engineering Systems,engineering
James Adamson,"Bachelor of Science in Engineering (United States Military Academy, 1969)",U.S.,79.0,James Adamson,msp,bachelor,Science in Engineering,engineering
James Adamson,"Master of Science in Aerospace Engineering (Princeton University, 1977)",U.S.,79.0,James Adamson,msp,bachelor,Science in Aerospace Engineering,engineering
James Adamson,"Chartered Director Certification (The Directors College, 2010)",U.S.,79.0,James Adamson,msp,bachelor,,
James Adamson,"Bachelor of Science in Engineering (United States Military Academy, 1969)",U.S.,79.0,James Adamson,msp,bachelor,Science in Engineering,engineering
James Adamson,"Master of Science in Aerospace Engineering (Princeton University, 1977)",U.S.,79.0,James Adamson,msp,bachelor,Science in Aerospace Engineering,engineering
James Adamson,"Chartered Director Certification (The Directors College, 2010)",U.S.,79.0,James Adamson,msp,bachelor,,
James Reilly,"Bachelor of Science (University of Texas, Dallas, 1977)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Master of Science (University of Texas, Dallas, 1987)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Doctor of Philosophy (University of Texas, Dallas, 1995)",United States,71.0,James Reilly,msp,doctor,Philosophy,social science
James Reilly,"Bachelor of Science (University of Texas, Dallas, 1977)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Master of Science (University of Texas, Dallas, 1987)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Doctor of Philosophy (University of Texas, Dallas, 1995)",United States,71.0,James Reilly,msp,doctor,Philosophy,social science
James Reilly,"Bachelor of Science (University of Texas, Dallas, 1977)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Master of Science (University of Texas, Dallas, 1987)",United States,71.0,James Reilly,msp,bachelor,Science,natural science
James Reilly,"Doctor of Philosophy (University of Texas, Dallas, 1995)",United States,71.0,James Reilly,msp,doctor,Philosophy,social science
James Newman,BS (Dartmouth College),American,68.0,James Newman,msp,bachelor,,
James Newman,MS (Rice University),American,68.0,James Newman,msp,master,,
James Newman,PhD (Rice University),American,68.0,James Newman,msp,doctor,,
James Newman,BS (Dartmouth College),American,68.0,James Newman,msp,bachelor,,
James Newman,MS (Rice University),American,68.0,James Newman,msp,master,,
James Newman,PhD (Rice University),American,68.0,James Newman,msp,doctor,,
James Newman,BS (Dartmouth College),American,68.0,James Newman,msp,bachelor,,
James Newman,MS (Rice University),American,68.0,James Newman,msp,master,,
James Newman,PhD (Rice University),American,68.0,James Newman,msp,doctor,,
James Newman,BS (Dartmouth College),American,68.0,James Newman,msp,bachelor,,
James Newman,MS (Rice University),American,68.0,James Newman,msp,master,,
James Newman,PhD (Rice University),American,68.0,James Newman,msp,doctor,,
James Irwin,"Bachelor of Science degree in naval science (United States Naval Academy, 1951)",American,,James Irwin,pilot,bachelor,Science,natural science
James Irwin,"Master of Science degrees in aeronautical engineering and instrumentation engineering (University of Michigan, 1957)",American,,James Irwin,pilot,bachelor,Science degrees in aeronautical engineering and instrumentation engineering,engineering
James Kelly,"B.S. in Astronautical Engineering (United States Air Force Academy, 1986)",U.S.,61.0,James Kelly,pilot,bachelor,Astronautical Engineering,engineering
James Kelly,"M.S. in Aerospace Engineering (University of Alabama, 1996)",U.S.,61.0,James Kelly,pilot,bachelor,Aerospace Engineering,engineering
James Kelly,"B.S. in Astronautical Engineering (United States Air Force Academy, 1986)",U.S.,61.0,James Kelly,pilot,bachelor,Astronautical Engineering,engineering
James Kelly,"M.S. in Aerospace Engineering (University of Alabama, 1996)",U.S.,61.0,James Kelly,pilot,bachelor,Aerospace Engineering,engineering
James Bagian,"Bachelor of Science degree in mechanical engineering (Drexel University, 1973)",American,73.0,James Bagian,msp,bachelor,Science,natural science
James Bagian,"Doctor of Medicine degree (Thomas Jefferson University, 1977)",American,73.0,James Bagian,msp,doctor,Medicine,natural science
James Bagian,"Bachelor of Science degree in mechanical engineering (Drexel University, 1973)",American,73.0,James Bagian,msp,bachelor,Science,natural science
James Bagian,"Doctor of Medicine degree (Thomas Jefferson University, 1977)",American,73.0,James Bagian,msp,doctor,Medicine,natural science
James Voss,"Bachelor of Science in Aerospace Engineering (Auburn University, 1972)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering,engineering
James Voss,"Master of Science in Aerospace Engineering Sciences (University of Colorado, 1974)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering Sciences,engineering
James Voss,"Bachelor of Science in Aerospace Engineering (Auburn University, 1972)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering,engineering
James Voss,"Master of Science in Aerospace Engineering Sciences (University of Colorado, 1974)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering Sciences,engineering
James Voss,"Bachelor of Science in Aerospace Engineering (Auburn University, 1972)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering,engineering
James Voss,"Master of Science in Aerospace Engineering Sciences (University of Colorado, 1974)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering Sciences,engineering
James Voss,"Bachelor of Science in Aerospace Engineering (Auburn University, 1972)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering,engineering
James Voss,"Master of Science in Aerospace Engineering Sciences (University of Colorado, 1974)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering Sciences,engineering
James Voss,"Bachelor of Science in Aerospace Engineering (Auburn University, 1972)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering,engineering
James Voss,"Master of Science in Aerospace Engineering Sciences (University of Colorado, 1974)",United States,76.0,James Voss,msp,bachelor,Science in Aerospace Engineering Sciences,engineering
Janet Kavandi,"Chemistry (Missouri Southern State University, 1980)",American,66.0,Janet Kavandi,msp,bachelor,Chemistry,natural science
Janet Kavandi,"Chemistry (Missouri University of Science and Technology, 1982)",American,66.0,Janet Kavandi,msp,bachelor,Chemistry,natural science
